name,address,latitude,longitude,rating,borough,shop_id,Unnamed: 0,Code,Area,Value,Code_earnings,Area_earnings,Pay_2021
Cancer Research UK,"34 Upper St, London",51.5347061,-0.1052211,3.9,Islington,1885,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Blustons - Octavia Foundation Kentish Town Road,"213-215, 213 Kentish Town Rd, London",51.5473802,-0.1416739,4.2,Camden,1886,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Fara Kids Charity Shop - Primrose Hill,"83 Regent's Park Rd, London",51.5414421,-0.157253,3.6,Camden,1887,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
RSPCA,"285 Caledonian Rd, London",51.5403769,-0.1170768,4.6,Islington,1888,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Charity Retail Association,"356 Holloway Rd, London",51.5557613,-0.116045,4.4,Islington,1889,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
"Shop from Crisis, Camden","22-24 Parkway, London",51.5386817,-0.1438936,5.0,Camden,1890,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Haven House Children's Hospice Shop: Crouch End,"Weston Park, London",51.5799743,-0.1235164,4.6,Haringey,1891,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Oxfam Books & Music,"166 Kentish Town Rd, London",51.5469898,-0.1414659,4.7,Camden,1892,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Books & Music Islington,"48 Upper St, London",51.535138,-0.1045564,4.6,Islington,1893,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
The Children's Air Ambulance Charity Shop Archway,"31 Junction Rd, London",51.5646575,-0.1348106,4.2,Islington,1894,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Oxfam Bookshop Highgate,"47 Highgate High St, London",51.5708208,-0.1485437,3.9,Camden,1895,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Boutique by Shelter at Coal Drops Yard,"West Coal Drops, London",51.5363741,-0.1261641,4.7,Camden,1896,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Boutique by Shelter (Highgate),"52 Highgate High St, London",51.570772,-0.1474841,3.4,Haringey,1897,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Save The Nile,"Gloucester Ave., London",51.5398811,-0.150383,0.0,Camden,1898,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Marie Curie Charity Shop Belsize Park,"169 Haverstock Hill, London",51.54994500000001,-0.1644777,2.6,Camden,1899,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Jannaty Women's Charity Boutique Shop,"229 Seven Sisters Rd, London",51.5634227,-0.107377,4.3,Islington,1900,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
North London Hospice Shop,"21 Topsfield Rd, London",51.5802627,-0.1232016,4.0,Haringey,1901,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
FARA Charity Shop - Belsize Park,"204 Haverstock Hill, London",51.550934,-0.165011,3.9,Camden,1902,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Marie Curie Charity Shop Crouch End,"32 Topsfield Parade, The Broadway, London",51.580718,-0.1226334,3.8,Haringey,1903,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Marie Curie Charity Shop Harringay,"489 Green Lanes, London",51.5808283,-0.0995871,4.0,Haringey,1904,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Oxfam Shop - Islington,"29 Islington High St, London",51.5329908,-0.106404,3.3,Islington,1905,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,Lambeth,1906,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,Lambeth,1907,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
TRAID Peckham,"14-16 Rye Ln, London",51.4726379,-0.0698983,4.2,Southwark,1908,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
FARA Charity Shop - Streatham,"100 Streatham High Rd, London",51.43484729999999,-0.1285484,4.4,Lambeth,1909,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Scope Camberwell,"42 Denmark Hill, London",51.4731357,-0.093329,4.6,Southwark,1910,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Boutique by Shelter (East Dulwich),"102 Grove Vale, London",51.4606764,-0.0754963999999999,4.1,Southwark,1911,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Mary's Living & Giving Shop for Save the Children - East Dulwich,"45 Lordship Ln, London",51.45910629999999,-0.0748134999999999,4.4,Southwark,1912,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
British Heart Foundation,"10 Rye Ln, London",51.4727518,-0.0701779,3.7,Southwark,1913,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,Lambeth,1914,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Sense,"43 Rye Ln, London",51.47227849999999,-0.0696157999999999,4.8,Southwark,1915,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
"Shop from Crisis, Peckham","160 Rye Ln, London",51.4679045,-0.0672273,4.6,Southwark,1916,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Cancer Research UK,"7, Butterfly Walk, Camberwell Green, London",51.4731268,-0.092526,3.9,Southwark,1917,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,Lambeth,1918,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Oxfam,"20 Half Moon Ln, London",51.45276800000001,-0.100155,3.8,Southwark,1919,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Alex TLC Charity Shop Peckham,"45 Peckham High St, London",51.4734889,-0.0712575999999999,4.4,Southwark,1920,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,Lambeth,1921,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
St Christopher's,"23 Streatham High Rd, London",51.4363238,-0.1276073,3.8,Lambeth,1922,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Royal Trinity Hospice - Camberwell shop,"Unit 11, Butterfly Walk, Shopping Centre, Camberwell Green, London",51.4732046,-0.091905,4.4,Southwark,1923,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
St Christophers Hospice Shop,"85-87 Lordship Ln, London",51.4581306,-0.0749787,3.3,Southwark,1924,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Ald Life,"45 Peckham High St, London",51.4735002,-0.0713026,5.0,Southwark,1925,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Royal Trinity Hospice - Streatham Hill,"77 Streatham Hill, London",51.4394139,-0.1258237,4.5,Lambeth,1926,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Mind,"96 Grove Vale, London",51.4609594,-0.075706,3.3,Southwark,1927,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,Lambeth,1928,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Royal Trinity Hospice - Clapham Common shop,"120 Clapham High St, London",51.4629745,-0.1351832,5.0,Lambeth,1929,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Age UK,"58 Clapham High St, London",51.4638617,-0.1328507,3.2,Lambeth,1930,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Chartwell Cancer Trust shop,"180 Rye Ln, London",51.4674202,-0.0667629,0.0,Southwark,1931,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
British Heart Foundation Books and Music,"94 Streatham High Rd, London",51.4351139,-0.1284602,4.7,Lambeth,1932,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Vision Foundation - East Dulwich,"124 Lordship Ln, London",51.45616589999999,-0.0762936999999999,0.0,Southwark,1933,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Give a Little,"71 Streatham Hill, London",51.43976199999999,-0.1256914,4.1,Lambeth,1934,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Emmaus SLC - Brixton,"Unit 1 & 2, Fairfax House, Overton Rd, London",51.46832120000001,-0.1101884,4.1,Lambeth,1935,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Abladei-UK,"Bathgate House, Lothian Rd, London",51.4754179,-0.1043658,0.0,Lambeth,1936,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Greater London Fund For The Blind,"356 Norwood Rd, London",51.4344501,-0.1039617,5.0,Lambeth,1937,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,Lambeth,1938,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,Lambeth,1939,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Vision Foundation - West Norwood,"356 Norwood Rd, London",51.4344535,-0.1039625,5.0,Lambeth,1940,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
RSPCA Charity Shop,"380 Norwood Rd, London",51.4337356,-0.1038268,3.9,Lambeth,1941,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,Lambeth,1942,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,Westminster,1943,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,Lambeth,1944,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
TRAID Peckham,"14-16 Rye Ln, London",51.4726379,-0.0698983,4.2,Southwark,1945,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Alex TLC Charity Shop Walworth Road,"378 Walworth Rd, London",51.4847113,-0.0939412999999999,4.4,Southwark,1946,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Sense,"329 Walworth Rd, London",51.48654130000001,-0.0945835999999999,3.8,Southwark,1947,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Scope Camberwell,"42 Denmark Hill, London",51.4731357,-0.093329,4.6,Southwark,1948,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Boutique by Shelter (East Dulwich),"102 Grove Vale, London",51.4606764,-0.0754963999999999,4.1,Southwark,1949,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
British Heart Foundation,"10 Rye Ln, London",51.4727518,-0.0701779,3.7,Southwark,1950,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,Lambeth,1951,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Fara Charity Shop - Pimlico,"13A Warwick Way, London",51.4925305,-0.139252,4.4,Westminster,1952,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Salvation Army,"339-341 Walworth Rd, London",51.48621720000001,-0.0943498,3.8,Southwark,1953,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Sense,"43 Rye Ln, London",51.47227849999999,-0.0696157999999999,4.8,Southwark,1954,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
"Shop from Crisis, Peckham","160 Rye Ln, London",51.4679045,-0.0672273,4.6,Southwark,1955,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Hotric Charity Shop,"54 Tower Bridge Rd, London",51.4956451,-0.0831275,4.8,Southwark,1956,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Cancer Research UK,"7, Butterfly Walk, Camberwell Green, London",51.4731268,-0.092526,3.9,Southwark,1957,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
"Shop from Crisis, Elephant & Castle","223-225 Walworth Rd, London",51.4890118,-0.0959993,4.7,Southwark,1958,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,Lambeth,1959,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Fara Kids Charity Shop - Pimlico,"40 Tachbrook St, London",51.4921587,-0.1388654,4.4,Westminster,1960,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Alex TLC Charity Shop Peckham,"45 Peckham High St, London",51.4734889,-0.0712575999999999,4.4,Southwark,1961,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,Lambeth,1962,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Royal Trinity Hospice - Camberwell shop,"Unit 11, Butterfly Walk, Shopping Centre, Camberwell Green, London",51.4732046,-0.091905,4.4,Southwark,1963,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Mind,"96 Grove Vale, London",51.4609594,-0.075706,3.3,Southwark,1964,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
British Heart Foundation Furniture & Electrical,"211-219, Old Kent Rd, London",51.4903938,-0.0802517,3.5,Southwark,1965,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,Lambeth,1966,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Oxfam Bookshop,"34 Strutton Ground, London",51.4967333,-0.133866,4.7,Westminster,1967,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Royal Trinity Hospice - Clapham Common shop,"120 Clapham High St, London",51.4629745,-0.1351832,5.0,Lambeth,1968,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Age UK,"58 Clapham High St, London",51.4638617,-0.1328507,3.2,Lambeth,1969,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Chartwell Cancer Trust shop,"180 Rye Ln, London",51.4674202,-0.0667629,0.0,Southwark,1970,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Boutique - Terrence Higgins Trust Charity Shop,"19 Churton St, London",51.4916397,-0.1386189,4.8,Westminster,1971,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Emmaus SLC - Brixton,"Unit 1 & 2, Fairfax House, Overton Rd, London",51.46832120000001,-0.1101884,4.1,Lambeth,1972,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Oxfam GB London Office,"THE FOUNDARY, 17 Oval Way, London",51.4858409,-0.1162658,5.0,Lambeth,1973,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Abladei-UK,"Bathgate House, Lothian Rd, London",51.4754179,-0.1043658,0.0,Lambeth,1974,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Mary’s Living and Giving Shop for Save the Children,"90 Bermondsey St, London",51.5009665,-0.0820212999999999,4.3,Southwark,1975,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Mind,"229 Walworth Rd, London",51.48887939999999,-0.0959257999999999,3.3,Southwark,1976,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Sue Ryder,"37 Warwick Way, London",51.4921984,-0.1403124,4.7,Westminster,1977,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Mary's Living & Giving Shop for Save the Children - East Dulwich,"45 Lordship Ln, London",51.45910629999999,-0.0748134999999999,4.4,Southwark,1978,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
The Salvation Army,"1 Tiverton St, London",51.4966531,-0.0990344,0.0,Southwark,1979,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,Westminster,1980,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Hospices of Hope - Pimlico,"40 Warwick Way, London",51.4919702,-0.1404995,4.1,Westminster,1981,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
British Red Cross London 2,"Unit 8, Tower Workshops, 58 Riley Rd, London",51.4988019,-0.0765074999999999,4.1,Southwark,1982,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,Lambeth,1983,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,Lambeth,1984,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Sue Ryder,"1 Market Pl, London",51.4925729,-0.0640131999999999,4.6,Southwark,1985,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Octavia Foundation,"58 Wilton Rd, London",51.4933489,-0.1410801,4.1,Westminster,1986,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
St Christophers Hospice Shop,"85-87 Lordship Ln, London",51.4581306,-0.0749787,3.3,Southwark,1987,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Islamic Relief,"16 Lower Marsh, London",51.5004958,-0.1133023,4.8,Lambeth,1988,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,Westminster,1989,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Rejuvenate - Something for everyone,"41-42 Coldharbour Ln, London",51.4625934,-0.1116695,0.0,Lambeth,1990,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Change for Charity,"1A Kennington Rd, London",51.49819,-0.1118859,0.0,Lambeth,1991,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Crusaid,"19 Churton St, London",51.4916433,-0.1386162,0.0,Westminster,1992,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Embrace J.W Charity Boutique,"Old Post Office Bakery, 74 Landor Rd, London",51.46577569999999,-0.1258183,0.0,Lambeth,1993,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Oxfam,"52 Goodge St, London",51.51920610000001,-0.1363873,4.2,Camden,1994,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,Westminster,1995,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Oxfam Covent Garden,"23 Drury Ln, London",51.515159,-0.123135,3.7,Camden,1996,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Sense,"329 Walworth Rd, London",51.48654130000001,-0.0945835999999999,3.8,Southwark,1997,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Fara Charity Shop - Pimlico,"13A Warwick Way, London",51.4925305,-0.139252,4.4,Westminster,1998,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
EMWWOUL,"Coltash Court, 148 Whitecross St, London",51.52429900000001,-0.0935542999999999,3.7,Islington,1999,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Spitalfields Crypt Trust,"27 Whitechapel Rd, London",51.5166312,-0.0688266,4.3,Tower Hamlets,2000,3854.0,E09000030,Tower Hamlets,"475,000",00BG,Tower Hamlets,680.3
Salvation Army,"339-341 Walworth Rd, London",51.48621720000001,-0.0943498,3.8,Southwark,2001,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Hotric Charity Shop,"54 Tower Bridge Rd, London",51.4956451,-0.0831275,4.8,Southwark,2002,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Alex TLC Charity Shop Walworth Road,"378 Walworth Rd, London",51.4847113,-0.0939412999999999,4.4,Southwark,2003,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
The Silk Road,"62 Marchmont St, London",51.5252979,-0.1251722,5.0,Camden,2004,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
"Shop from Crisis, Elephant & Castle","223-225 Walworth Rd, London",51.4890118,-0.0959993,4.7,Southwark,2005,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Fara Kids Charity Shop - Pimlico,"40 Tachbrook St, London",51.4921587,-0.1388654,4.4,Westminster,2006,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
British Heart Foundation Furniture & Electrical,"211-219, Old Kent Rd, London",51.4903938,-0.0802517,3.5,Southwark,2007,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Charity Shop,"Coltash Court, 150 Whitecross St, London",51.52435149999999,-0.0935917999999999,4.5,Islington,2008,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Oxfam Bookshop,"34 Strutton Ground, London",51.4967333,-0.133866,4.7,Westminster,2009,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
"Shop from Crisis, Brick Lane","78 Quaker St, London",51.5223355,-0.0717556,5.0,Tower Hamlets,2010,3854.0,E09000030,Tower Hamlets,"475,000",00BG,Tower Hamlets,680.3
Mind,"8 Ganton St, London",51.5133746,-0.1383464,5.0,Westminster,2011,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Boutique - Terrence Higgins Trust Charity Shop,"19 Churton St, London",51.4916397,-0.1386189,4.8,Westminster,2012,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Oxfam GB London Office,"THE FOUNDARY, 17 Oval Way, London",51.4858409,-0.1162658,5.0,Lambeth,2013,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Mary’s Living and Giving Shop for Save the Children,"90 Bermondsey St, London",51.5009665,-0.0820212999999999,4.3,Southwark,2014,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Mind,"229 Walworth Rd, London",51.48887939999999,-0.0959257999999999,3.3,Southwark,2015,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Age UK Camden Boutique,"53 Leather Ln, London",51.5205863,-0.1096902,4.0,Camden,2016,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
HelpAge International,"6 Tavistock Pl, London",51.524545,-0.127988,5.0,Camden,2017,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Sue Ryder,"37 Warwick Way, London",51.4921984,-0.1403124,4.7,Westminster,2018,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
The Salvation Army,"1 Tiverton St, London",51.4966531,-0.0990344,0.0,Southwark,2019,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,Westminster,2020,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Hospices of Hope - Pimlico,"40 Warwick Way, London",51.4919702,-0.1404995,4.1,Westminster,2021,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Islamic Relief Shop Whitechapel,"135-137 Whitechapel Rd, London",51.5178911,-0.0655680999999999,4.6,Tower Hamlets,2022,3854.0,E09000030,Tower Hamlets,"475,000",00BG,Tower Hamlets,680.3
British Red Cross London 2,"Unit 8, Tower Workshops, 58 Riley Rd, London",51.4988019,-0.0765074999999999,4.1,Southwark,2023,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Oxfam Bookshop,"Bloomsbury Plaza, 12 Bloomsbury St, London",51.51745,-0.1271185,4.4,Camden,2024,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Sue Ryder,"1 Market Pl, London",51.4925729,-0.0640131999999999,4.6,Southwark,2025,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Octavia Foundation,"58 Wilton Rd, London",51.4933489,-0.1410801,4.1,Westminster,2026,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Fara Charity Shop - Islington,"Angel House, 28 Pentonville Rd, London",51.5320192,-0.107785,4.5,Islington,2027,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,Tower Hamlets,2028,3854.0,E09000030,Tower Hamlets,"475,000",00BG,Tower Hamlets,680.3
Islamic Relief,"16 Lower Marsh, London",51.5004958,-0.1133023,4.8,Lambeth,2029,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,Westminster,2030,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Oxfam,"52 Goodge St, London",51.51920610000001,-0.1363873,4.2,Camden,2031,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Traid Dalston,"106-108 Kingsland High St, London",51.5491916,-0.0751442,4.3,Hackney,2032,3836.0,E09000012,Hackney,"530,000",00AM,Hackney,575.1
Fara Charity Shop - Islington,"Angel House, 28 Pentonville Rd, London",51.5320192,-0.107785,4.5,Islington,2033,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Oxfam Covent Garden,"23 Drury Ln, London",51.515159,-0.123135,3.7,Camden,2034,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Mary's Living & Giving Shop For Save the Children,"138 Upper St, London",51.5394521,-0.1027021,3.9,Islington,2035,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Oxfam Shop - Islington,"29 Islington High St, London",51.5329908,-0.106404,3.3,Islington,2036,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Marie Curie Charity Shop Highbury,"318-320 St Paul's Rd, London",51.5463023,-0.1027169,3.3,Islington,2037,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
EMWWOUL,"Coltash Court, 148 Whitecross St, London",51.52429900000001,-0.0935542999999999,3.7,Islington,2038,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
St Vincent's Hackney,"484 Kingsland Rd, London",51.5432752,-0.0758591,4.4,Hackney,2039,3836.0,E09000012,Hackney,"530,000",00AM,Hackney,575.1
Sue Ryder,"72 Essex Rd, London",51.5381733,-0.0992663,4.1,Islington,2040,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Spitalfields Crypt Trust,"27 Whitechapel Rd, London",51.5166312,-0.0688266,4.3,Tower Hamlets,2041,3854.0,E09000030,Tower Hamlets,"475,000",00BG,Tower Hamlets,680.3
Cancer Research UK,"34 Upper St, London",51.5347061,-0.1052211,3.9,Islington,2042,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
"Shop from Crisis, Islington","211 Upper St, London",51.5434334,-0.1034868,4.7,Islington,2043,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
"Shop from Crisis, Dalston","74 Kingsland High St, London",51.5483582,-0.0751334999999999,5.0,Hackney,2044,3836.0,E09000012,Hackney,"530,000",00AM,Hackney,575.1
The Silk Road,"62 Marchmont St, London",51.5252979,-0.1251722,5.0,Camden,2045,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Royal Trinity Hospice - Islington Shop,"43 Upper St, London",51.534994,-0.1048086,4.1,Islington,2046,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
