,Shop_Name,Address,Latitude,Longitude,Rating,Reviews_Count,Place_ID,Price_Level,types,Borough,Property_Value_2017,Earnings_2021,IMD_Rank,Income_Rank,composite_score,Rating_normalized,Property_Value_2017_normalized,Earnings_2021_normalized,Reviews_Count_normalized,Price_Level_normalized,Rank
74,Butterworth Christopher,"71 Pimlico Rd, London",51.490362,-0.1535057,3.7,3,ChIJp8sx0BkFdkgRKFfdhiBr3R4,1.0675675675675675,"home_goods_store, point_of_interest, store, establishment",Westminster,1070000.0,771.6,16194.96875,16175.703125,0.6707547359389464,0.74,0.847953216374269,1.0,0.005952380952380952,0.03378378378378377,75.0
75,New Kings Road Vintage Guitar Emporium,"65A New Kings Rd, London",51.475823,-0.1933474,4.6,89,ChIJ8Y9sfIEPdkgR45c9Zi-vuOI,1.0675675675675675,"electronics_store, home_goods_store, store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6668832340400946,0.9199999999999999,0.4619883040935672,0.7506550218340611,0.1765873015873016,0.03378378378378377,76.0
76,Retro Clothing Exchange,"28 Pembridge Rd, London",51.50983189999999,-0.1971427,2.9,56,ChIJXykmgPwPdkgR5NpPHemZXdY,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Kensington and Chelsea,1200000.0,767.0,15419.339805825242,18563.563106796115,0.6646942444628035,0.58,1.0,0.9799126637554584,0.1111111111111111,0.03378378378378377,77.0
77,DreamingLion Vintage,"Unit D28, Horse Tunnel, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,4.5,59,ChIJQ_fBOOQadkgR1-shEaBQUEc,2.0,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6646552972679152,0.9,0.43567251461988304,0.6620087336244542,0.11706349206349206,0.5,78.0
78,Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,32,ChIJU5ZHI-AEdkgREmn06-f-22M,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Westminster,1070000.0,771.6,16194.96875,16175.703125,0.6640166407008512,0.6799999999999999,0.847953216374269,1.0,0.06349206349206349,0.03378378378378377,79.0
79,Rewind Vintage Affairs,London,51.47750680000001,-0.1831423,5.0,28,ChIJT75VLXwFdkgREXWePJw9XEM,1.0675675675675675,"store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6625737102305709,1.0,0.4619883040935672,0.7506550218340611,0.05555555555555555,0.03378378378378377,80.0
80,Crystal Palace Antiques,"Imperial House, Jasper Rd, London",51.4200092,-0.0795242999999999,4.6,229,ChIJqU6W8FoBdkgRSkT-04_lKBY,1.0675675675675675,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.6606948737653173,0.9199999999999999,0.19298245614035087,0.5720524017467249,0.45436507936507936,0.03378378378378377,81.0
81,Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,6,ChIJladPmd0EdkgRz3DmkADbyi4,1.0675675675675675,"store, point_of_interest, establishment",Westminster,1070000.0,771.6,16194.96875,16175.703125,0.6565404502246607,0.7,0.847953216374269,1.0,0.011904761904761904,0.03378378378378377,82.0
82,Boutique by Shelter (St. Johns Wood),"84 St John's Wood High St, London",51.5329311,-0.1697944,3.5,4,ChIJCwZ6VFIbdkgRBQ3qsUy9Az4,1.0675675675675675,"store, point_of_interest, establishment",Westminster,1070000.0,771.6,16194.96875,16175.703125,0.6553499740341845,0.7,0.847953216374269,1.0,0.007936507936507936,0.03378378378378377,83.0
83,V&I - Vintage & Industrial,"Unit 11 Riverside Road Wimbledon Stadium Business Centre Garratt Business Park, London",51.4330534,-0.1900847,5.0,1,ChIJvcXxA1UPdkgRG-th126Aoxw,1.0675675675675675,"furniture_store, home_goods_store, store, point_of_interest, general_contractor, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6512327395360032,1.0,0.34502923976608185,0.8912663755458516,0.001984126984126984,0.03378378378378377,84.0
84,Antique Modern Mix,"unit 121, Design Centre South Dome, London",51.4760284,-0.1829163,5.0,7,ChIJZ4hOXOcFdkgRyNCRfEm_7kU,1.0675675675675675,"furniture_store, home_goods_store, point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6500737102305708,1.0,0.4619883040935672,0.7506550218340611,0.013888888888888888,0.03378378378378377,85.0
85,Fara Charity Shop - Islington,"Angel House, 28 Pentonville Rd, London",51.5320192,-0.107785,4.5,190,ChIJhTEybUMbdkgR0gSJJhxTOFI,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.6493942732830346,0.9,0.32748538011695905,0.537117903930131,0.376984126984127,0.03378378378378377,86.0
86,Beyond Retro Westfield,"0 Ariel Way, London",51.5071854,-0.2222922,5.0,5,ChIJW-uaRncPdkgR5kNW1fTJhWc,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6488832340400946,1.0,0.4619883040935672,0.7506550218340611,0.00992063492063492,0.03378378378378377,87.0
87,INSIGHT Fulham Dress Agency,"201 Munster Rd, London",51.4794466,-0.2118834,5.0,4,ChIJzSkNc6IPdkgRu94_WeUtWHc,1.0675675675675675,"shoe_store, jewelry_store, clothing_store, store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6482879959448565,1.0,0.4619883040935672,0.7506550218340611,0.007936507936507936,0.03378378378378377,88.0
88,Eccles Road Antiques,"60 Eccles Rd, London",51.46180829999999,-0.1634526,4.9,8,ChIJtzyXVL0FdkgRP7_AUOxD-h8,1.0675675675675675,"home_goods_store, point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6473994062026699,0.9800000000000001,0.34502923976608185,0.8912663755458516,0.015873015873015872,0.03378378378378377,89.0
89,Fara Charity Shop - New Kings Road,"297 New Kings Rd, London",51.4721293,-0.2030166,5.0,1,ChIJ0WLMMXYPdkgRNHHFdHv-ueM,1.0675675675675675,"point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6465022816591423,1.0,0.4619883040935672,0.7506550218340611,0.001984126984126984,0.03378378378378377,90.0
90,Fara Charity Shop - North End Road,"341 North End Rd, London",51.48479709999999,-0.2019024,4.9,8,ChIJuWnaXJAPdkgRO8oXlqPE8dw,1.0675675675675675,"point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6426689483258089,0.9800000000000001,0.4619883040935672,0.7506550218340611,0.015873015873015872,0.03378378378378377,91.0
91,"British Red Cross shop, Chelsea","69-71 Old Church St, London",51.4853518,-0.1729428,2.8,32,ChIJFwfqSW4FdkgR1I_OjQGNXzI,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Kensington and Chelsea,1200000.0,767.0,15419.339805825242,18563.563106796115,0.6424085301770892,0.5599999999999999,1.0,0.9799126637554584,0.06349206349206349,0.03378378378378377,92.0
92,Fara London,"341 North End Rd, London",51.4847913,-0.2018974,4.9,7,ChIJF8OiXJAPdkgR726mFErMymY,1.0675675675675675,"store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6420737102305708,0.9800000000000001,0.4619883040935672,0.7506550218340611,0.013888888888888888,0.03378378378378377,93.0
93,Generation Vintage LDN,"242 Portobello Rd, London",51.517774,-0.2062906,3.0,1,ChIJP930Bo4RdkgRgxBJ1fix7b8,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Kensington and Chelsea,1200000.0,767.0,15419.339805825242,18563.563106796115,0.6399561492247082,0.6,1.0,0.9799126637554584,0.001984126984126984,0.03378378378378377,94.0
94,Fara Charity Shop - Battersea,"254 Battersea Park Rd, London",51.4721114,-0.1661202,4.6,33,ChIJF6g0258FdkgRg1A-UXGl3bc,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6382803585836223,0.9199999999999999,0.34502923976608185,0.8912663755458516,0.06547619047619048,0.03378378378378377,95.0
95,Fara Charity Shop - Southfields,"261 Wimbledon Park Rd, London",51.4443141,-0.2069059,4.8,6,ChIJw3Vx80YPdkgRUfaGPDDMO0s,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6382089300121937,0.96,0.34502923976608185,0.8912663755458516,0.011904761904761904,0.03378378378378377,96.0
96,Guinevere Antiques Ltd,"574-580, King's Rd, London",51.47900199999999,-0.188218,4.8,13,ChIJnx0nXIcPdkgROQ5Vr7GX_gY,1.0675675675675675,"home_goods_store, point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6376451388019994,0.96,0.4619883040935672,0.7506550218340611,0.025793650793650792,0.03378378378378377,97.0
97,Boutique by Shelter,"49 Northcote Rd, London",51.4594101,-0.1662286,4.8,5,ChIJK86AdcsFdkgRt4jqa1dl6Ws,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6376136919169556,0.96,0.34502923976608185,0.8912663755458516,0.00992063492063492,0.03378378378378377,98.0
98,RSPCA Charity Shop - Wandsworth,"141, 143 Wandsworth High St, London",51.4572587,-0.1958099,4.7,18,ChIJfc3CTmoPdkgR_m22EXlX7PE,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6373517871550508,0.9400000000000001,0.34502923976608185,0.8912663755458516,0.03571428571428571,0.03378378378378377,99.0
99,Mary's Living & Giving Shop for Save the Children - Wandsworth Town,"531 Old York Rd, London",51.45991600000001,-0.1888067,4.7,11,ChIJdS_ni2IPdkgRQ9FTvHIVX2I,1.0675675675675675,"point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6331851204883842,0.9400000000000001,0.34502923976608185,0.8912663755458516,0.021825396825396824,0.03378378378378377,100.0
100,Good,"33 Neal St, London",51.5142216,-0.1256036,5.0,15,ChIJF9DEQYQFdkgRZR7SP9q3pq4,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6318431994558172,1.0,0.43567251461988304,0.6620087336244542,0.02976190476190476,0.03378378378378377,101.0
101,Cancer Research UK,"393 King's Rd, London",51.4830366,-0.1771967,2.8,13,ChIJ7-nzxXoFdkgRxwRdm-ocpJU,1.0675675675675675,"clothing_store, home_goods_store, store, point_of_interest, establishment",Kensington and Chelsea,1200000.0,767.0,15419.339805825242,18563.563106796115,0.6310990063675653,0.5599999999999999,1.0,0.9799126637554584,0.025793650793650792,0.03378378378378377,102.0
102,Wow Retro London Covent Garden,"179 Drury Ln, London",51.51564699999999,-0.1234713,4.3,105,ChIJQeZtWDMbdkgR4eDUZZ8nar0,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6294146280272459,0.86,0.43567251461988304,0.6620087336244542,0.20833333333333334,0.03378378378378377,103.0
103,The Brick Lane Vintage Market,"85 Brick Ln, London",51.52079579999999,-0.0720977,4.3,220,ChIJUeGR5skcdkgRhoeEXHPbGpk,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.62900212478953,0.86,0.15204678362573099,0.601310043668122,0.4365079365079365,0.03378378378378377,104.0
104,Fara Charity Shop - Earlsfield,"551 Garratt Lane, London",51.4409499,-0.1868158,4.6,16,ChIJ2ZanHPgFdkgRpOttgtnH4Pc,1.0675675675675675,"point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6281613109645746,0.9199999999999999,0.34502923976608185,0.8912663755458516,0.031746031746031744,0.03378378378378377,105.0
105,The Silk Road,"62 Marchmont St, London",51.5252979,-0.1251722,5.0,7,ChIJI408nTAbdkgRQt75Rva_M8o,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6270812946939125,1.0,0.43567251461988304,0.6620087336244542,0.013888888888888888,0.03378378378378377,106.0
106,Traid Hammersmith,"119 King St, London",51.4924767,-0.2301674,4.6,22,ChIJc7LGwbUPdkgRE2SrmnLDn9A,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6270022816591422,0.9199999999999999,0.4619883040935672,0.7506550218340611,0.04365079365079365,0.03378378378378377,107.0
107,Peekaboo Vintage Marketplace,"149a Abbey Rd, London",51.540942,-0.1910264,5.0,6,ChIJkS_PG20QdkgRCDfXdh3-TJ8,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6264860565986744,1.0,0.43567251461988304,0.6620087336244542,0.011904761904761904,0.03378378378378377,108.0
108,The Vintage Collection,"Arch 59, Camden Stables Market, London",51.5420455,-0.1469688,5.0,2,ChIJ0XSyP6EFdkgR69UVDtMhpA8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.624105104217722,1.0,0.43567251461988304,0.6620087336244542,0.003968253968253968,0.03378378378378377,109.0
109,Wandsworth Oasis,"61 Balham High Rd, London",51.4461518,-0.1495703,4.6,7,ChIJx7OHNX8FdkgRNWpeFyObL8s,1.0675675675675675,"point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6228041681074318,0.9199999999999999,0.34502923976608185,0.8912663755458516,0.013888888888888888,0.03378378378378377,110.0
110,Rokit Camden,"225 Camden High St, London",51.5398923,-0.143589,4.1,119,ChIJ-2gWnuEadkgRCb3PA37RqVs,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6217479613605792,0.82,0.43567251461988304,0.6620087336244542,0.2361111111111111,0.03378378378378377,111.0
111,Fara Charity Shop - Shepherds Bush,"84 Uxbridge Rd, London",51.5046155,-0.2204375,4.5,19,ChIJI1ax1doPdkgRbpi04kI2CG0,1.0675675675675675,"store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6172165673734279,0.9,0.4619883040935672,0.7506550218340611,0.037698412698412696,0.03378378378378377,112.0
112,43 Decorative Antiques,"43 Replingham Rd, London",51.44506939999999,-0.2043641,4.5,8,ChIJwctwbkQPdkgRMfd9HfXs2DU,1.0675675675675675,"furniture_store, home_goods_store, point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6153994062026699,0.9,0.34502923976608185,0.8912663755458516,0.015873015873015872,0.03378378378378377,113.0
113,FARA New Kings Road,"297 New Kings Rd, London",51.4721268,-0.2030355,4.5,11,ChIJ9-4qMHYPdkgRFG3QXPC2T2Q,1.0675675675675675,"store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.6124546626115231,0.9,0.4619883040935672,0.7506550218340611,0.021825396825396824,0.03378378378378377,114.0
114,All Aboard Shops Ltd,"224 W End Ln, London",51.5507637,-0.1912866,4.7,18,ChIJqyUP33gQdkgRXTElcEb0du0,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6096289137415316,0.9400000000000001,0.43567251461988304,0.6620087336244542,0.03571428571428571,0.03378378378378377,115.0
115,Blue17 Vintage clothing,"162 Ground floor & basement, London",51.5512295,-0.1101328,4.7,96,ChIJZ62ON3EbdkgRcSO6-M6NY1Y,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.6094418923306536,0.9400000000000001,0.32748538011695905,0.537117903930131,0.19047619047619047,0.03378378378378377,116.0
116,Oxfam,"245, 247 Upper Tooting Rd, London",51.4297706,-0.1659969,4.4,14,ChIJ13HKpgoGdkgR4QldkJKdixQ,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6075924563957201,0.8800000000000001,0.34502923976608185,0.8912663755458516,0.027777777777777776,0.0,117.0
117,Fara Charity Shop - Clapham,"70 Chatham Rd, London",51.45489240000001,-0.164332,4.2,33,ChIJn0AigZUFdkgROaZYODyEi-Q,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6062803585836224,0.8400000000000001,0.34502923976608185,0.8912663755458516,0.06547619047619048,0.03378378378378377,118.0
118,Fara Charity Shop - Balham,"27 Bedford Hill, London",51.444457,-0.1505599,4.3,15,ChIJUz3nDc8FdkgRg9_anU-L3I8,1.0675675675675675,"point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6035660728693365,0.86,0.34502923976608185,0.8912663755458516,0.02976190476190476,0.03378378378378377,119.0
119,Wandsworth Oasis: Putney,"195 Upper Richmond Rd, London",51.4611964,-0.2189654,4.3,15,ChIJTRTsxhEPdkgRqF8tMX_owmM,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.6035660728693365,0.86,0.34502923976608185,0.8912663755458516,0.02976190476190476,0.03378378378378377,119.0
120,Past Trash,"38 Neal St, London",51.5143694,-0.1253947,4.7,3,ChIJ578rejEFdkgRyAehls9cosY,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.6007003423129602,0.9400000000000001,0.43567251461988304,0.6620087336244542,0.005952380952380952,0.03378378378378377,121.0
121,Royal Trinity Hospice - Balham Shop,"107 Balham High Rd, London",51.4453462,-0.1508785,4.3,6,ChIJBQkuPM8FdkgRz7GK47Ftzw8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5982089300121937,0.86,0.34502923976608185,0.8912663755458516,0.011904761904761904,0.03378378378378377,122.0
122,Traid,"154 Uxbridge Rd, London",51.5050925,-0.2236443,3.8,78,ChIJ21wzD9APdkgRB6Fu-gbKyEg,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.5963356149924756,0.76,0.4619883040935672,0.7506550218340611,0.15476190476190477,0.03378378378378377,123.0
123,Pop Boutique,"30 Short's Gardens, London",51.5144586,-0.1254132,4.1,76,ChIJQcBmMM0EdkgRHN4_LQgpjW4,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5961527232653411,0.82,0.43567251461988304,0.6620087336244542,0.15079365079365079,0.03378378378378377,124.0
124,Cancer Research UK,"350 North End Rd, London",51.4817066,-0.1996706,4.3,6,ChIJSU_qy5oPdkgRkacXLmEZueo,1.0675675675675675,"clothing_store, home_goods_store, store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.5934784721353327,0.86,0.4619883040935672,0.7506550218340611,0.011904761904761904,0.03378378378378377,125.0
125,Flea London Vintage & Makers Market,"Vinegar Yard, St Thomas St, London",51.50259699999999,-0.0834464999999999,4.0,252,ChIJebfgBqgEdkgRtq6_AMfp8CM,1.0675675675675675,"tourist_attraction, home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5923053172685442,0.8,0.2046783625730994,0.38995633187772905,0.5,0.03378378378378377,126.0
126,Oxfam,"52 Goodge St, London",51.51920610000001,-0.1363873,4.3,46,ChIJDy9v6SsbdkgRXkeepCs7WL8,1.0,"book_store, electronics_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5909172020298199,0.86,0.43567251461988304,0.6620087336244542,0.09126984126984126,0.0,127.0
127,Oxfam Shop Highgate,"80 Highgate High St, London",51.5710068,-0.1485484,4.6,5,ChIJIXowk04adkgReT1bGblkm9E,1.0,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5905124401250579,0.9199999999999999,0.43567251461988304,0.6620087336244542,0.00992063492063492,0.0,128.0
128,Traid,"28 St John's Rd, London",51.4629956,-0.1679301,4.1,17,ChIJO8Vu2pkFdkgRCn16C4vs94Q,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5887565490598127,0.82,0.34502923976608185,0.8912663755458516,0.03373015873015873,0.03378378378378377,129.0
129,Laura von Behr Vintage,"Canonbury Yard, Building 1, 5A, 190 New N Rd, London",51.5377403,-0.0908213,5.0,20,ChIJV1R3uGwddkgRIwcrsumpxf0,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5882037970925583,1.0,0.32748538011695905,0.537117903930131,0.03968253968253968,0.03378378378378377,130.0
130,NewVintage.co.uk,"256 Battersea Park Rd, London",51.4720756,-0.1661966,4.1,14,ChIJF6g0258FdkgRy8AyXmwy504,1.0675675675675675,"furniture_store, home_goods_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5869708347740984,0.82,0.34502923976608185,0.8912663755458516,0.027777777777777776,0.03378378378378377,131.0
131,Embrace S W Charity Boutique,"29 Queenstown Rd, London",51.46734619999999,-0.1507597,4.1,13,ChIJRUrGNa8FdkgResk0SBVFwKA,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5863755966788603,0.82,0.34502923976608185,0.8912663755458516,0.025793650793650792,0.03378378378378377,132.0
132,British Heart Foundation,"6 Harben Parade, Finchley Rd, London",51.5446935,-0.1764832,4.5,11,ChIJD1AsFe0adkgRj4kG54gln3I,1.0,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5860838686964865,0.9,0.43567251461988304,0.6620087336244542,0.021825396825396824,0.0,133.0
133,Vintage Threads,"69 Neal St, London",51.51494020000001,-0.1266051,4.3,32,ChIJcy-y6AUddkgRhDlo_QqPcto,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.585962247074865,0.86,0.43567251461988304,0.6620087336244542,0.06349206349206349,0.03378378378378377,134.0
134,St Cyr Vintage,"56 Saddle Row Camden Market, London",51.5421391,-0.1483749,4.3,28,ChIJZy6_FeQadkgRbBzGg9xqL44,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5835812946939126,0.86,0.43567251461988304,0.6620087336244542,0.05555555555555555,0.03378378378378377,135.0
135,The Grandad Company,"47, London",51.5378699,-0.1154254,5.0,12,ChIJ48aqbrkbdkgR91RMcsxPNdo,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5834418923306536,1.0,0.32748538011695905,0.537117903930131,0.023809523809523808,0.03378378378378377,136.0
136,"Shop from Crisis, Islington","211 Upper St, London",51.5434334,-0.1034868,4.7,51,ChIJX_5pSC0bdkgREVIBCpZyV1s,1.0675675675675675,"point_of_interest, store, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5826561780449393,0.9400000000000001,0.32748538011695905,0.537117903930131,0.10119047619047619,0.03378378378378377,137.0
137,Rokit,"101 Brick Ln, London",51.5224997,-0.0716904,4.1,167,ChIJM_KoP7YcdkgRb8VHVk4aHcI,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5814545057419109,0.82,0.15204678362573099,0.601310043668122,0.33134920634920634,0.03378378378378377,138.0
138,Sense,"57 Seven Sisters Rd, London",51.5593295,-0.1169056,5.0,3,ChIJu_sJg58bdkgRF7qGzz1vZBU,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5780847494735107,1.0,0.32748538011695905,0.537117903930131,0.005952380952380952,0.03378378378378377,139.0
139,Bermondsey Antique Market,"11 Bermondsey Sq, London",51.4972798,-0.0812958,3.9,241,ChIJh-JoFkMDdkgRC0BIhMjNw0g,1.0675675675675675,"jewelry_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.577757698220925,0.78,0.2046783625730994,0.38995633187772905,0.4781746031746032,0.03378378378378377,140.0
140,Nordic Poetry,"141 Bethnal Grn Rd, London",51.5252734,-0.0710946,4.6,92,ChIJ0Y-_-bccdkgRYFR_xW6a0K4,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5768116485990539,0.9199999999999999,0.15204678362573099,0.601310043668122,0.18253968253968253,0.03378378378378377,141.0
141,British Heart Foundation,"184 Balham High Rd, London",51.44399670000001,-0.1525531,4.0,14,ChIJa61_f8UFdkgR7PhokfZTye0,1.0,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5755924563957201,0.8,0.34502923976608185,0.8912663755458516,0.027777777777777776,0.0,142.0
142,Blackout II - Vintage Clothing London,"51 Endell St, London",51.5148867,-0.125315,3.9,66,ChIJf_T0MzMbdkgRo3Y-CncKYEg,1.0675675675675675,"shoe_store, jewelry_store, clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5742003423129602,0.78,0.43567251461988304,0.6620087336244542,0.13095238095238096,0.03378378378378377,143.0
143,Magpie Vintage,"3 Camden Psge, London",51.5345635,-0.1043199,4.7,35,ChIJhVPBNE4bdkgRzEzZ3txke14,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5731323685211298,0.9400000000000001,0.32748538011695905,0.537117903930131,0.06944444444444445,0.03378378378378377,144.0
144,Oxfam,"4 Replingham Rd, London",51.4446786,-0.2061251,4.0,9,ChIJZVPnm0YPdkgR5o2I3lWSQ58,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5726162659195296,0.8,0.34502923976608185,0.8912663755458516,0.017857142857142856,0.0,145.0
145,Mary's Living & Giving Shop for Save the Children - Hampstead Village,"64 Hampstead High St, Oriel Pl, London",51.55611829999999,-0.1779453,4.3,6,ChIJm6zT6IcadkgREysxrQasD_0,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5704860565986745,0.86,0.43567251461988304,0.6620087336244542,0.011904761904761904,0.03378378378378377,146.0
146,St Vincent's Holloway Road,"550 Holloway Rd, London",51.5598289,-0.122156,4.8,13,ChIJwValhI0bdkgRxXYEH92HsGk,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5680371304258917,0.96,0.32748538011695905,0.537117903930131,0.025793650793650792,0.03378378378378377,147.0
