name,address,latitude,longitude,rating,borough,borough_from_address,borough_from_lat_lng
Mary's Living & Giving Shop For Save the Children - Portobello Road,"7 Elgin Cres, London",51.5149657,-0.2048496,4.0,London,,Kensington and Chelsea
"British Red Cross shop, Portobello Rd","164 Portobello Rd, London",51.51537159999999,-0.2044877,4.2,London,,Kensington and Chelsea
Boutique by Shelter,"31 Clifton Rd, London",51.5252475,-0.1797166,4.3,London,,Westminster
Oxfam,"144 Notting Hill Gate, London",51.5088006,-0.1995225,3.7,London,,Kensington and Chelsea
All Aboard Shops Ltd,"12 Spring St, London",51.5147142,-0.1758501,3.9,London,,Westminster
Oxfam Shop - Kensington High Street,"202b Kensington High St, London",51.499707,-0.197388,4.1,London,,Kensington and Chelsea
Fara Charity Shop - North End Road,"341 North End Rd, London",51.48479709999999,-0.2019024,4.9,London,,Hammersmith and Fulham
Oxfam Boutique - Westbourne Grove,"245 Westbourne Grove, London",51.51398340000001,-0.2011268,4.5,London,,Kensington and Chelsea
Royal Trinity Hospice - Queensway Shop,"158 Queensway, London",51.5150368,-0.1878995,3.7,London,,Westminster
Traid,"61 Westbourne Grove, London",51.5154237,-0.1910018,3.7,London,,Westminster
"British Red Cross shop, Chelsea","69-71 Old Church St, London",51.4853518,-0.1729428,2.8,London,,Kensington and Chelsea
Royal Trinity Hospice - Notting Hill,"20 Notting Hill Gate, London",51.50971630000001,-0.1937035,3.5,London,,Kensington and Chelsea
Mary's Living & Giving Shop for Save the Children - Little Venice,"11 Clifton Rd, London",51.5256573,-0.1789834,4.9,London,,Westminster
Vision Foundation - Portobello Road,"235 Portobello Rd, London",51.5170322,-0.2061205,5.0,London,,Kensington and Chelsea
Fara London,"341 North End Rd, London",51.4847913,-0.2018974,4.9,London,,Hammersmith and Fulham
Octavia Foundation,"211 Brompton Rd, London",51.4973998,-0.1674381,4.5,London,,Kensington and Chelsea
Octavia Foundation - Kensington,"266 Kensington High St, London",51.4986536,-0.2007047,3.2,London,,Kensington and Chelsea
Oxfam,"91 Marylebone High St, London",51.5200217,-0.1519255,4.2,London,,Westminster
Royal Trinity Hospice - Gloucester Road Shop,"28 Gloucester Rd, London",51.4988824,-0.1838295,4.7,London,,Kensington and Chelsea
Royal Trinity Hospice - Portobello Road,"216 Portobello Rd, London",51.516887,-0.205604,4.6,London,,Kensington and Chelsea
Fara Kids Charity Shop - Notting Hill,"39 Ledbury Rd, London",51.51361850000001,-0.199023,4.2,London,,Kensington and Chelsea
Octavia Foundation Kings Road,"303 King's Rd, London",51.4847472,-0.1749041,3.9,London,,Kensington and Chelsea
Westway Charity Hub,"Thorpe Cl, London",51.5180646,-0.2090678,0.0,London,,Kensington and Chelsea
Royal Trinity Hospice - Kensington,"27 Kensington Church St, London",51.5034117,-0.1918981,4.0,London,,Kensington and Chelsea
Royal Trinity Hospice - Earl's Court shop,"202 Earls Ct Rd, London",51.4926245,-0.1939989,5.0,London,,Kensington and Chelsea
Mind,"178 Queensway, London",51.515518,-0.1880271,5.0,London,,Westminster
Mfce Learning Store,"3 Mozart St, London",51.5286798,-0.2046942,0.0,London,,Westminster
Oxfam Bookshop,"170 Portobello Rd, London",51.5155342,-0.2045758,4.7,London,,Kensington and Chelsea
Octavia Foundation,"58 Wilton Rd, London",51.4933489,-0.1410801,4.1,London,,Westminster
Octavia Foundation,"3 Bute St, London",51.4933602,-0.1761563,3.5,London,,Kensington and Chelsea
Sue Ryder,"37 Warwick Way, London",51.4921984,-0.1403124,4.7,London,,Westminster
Hospices of Hope - Pimlico,"40 Warwick Way, London",51.4919702,-0.1404995,4.1,London,,Westminster
Fara Charity Shop - Pimlico,"13A Warwick Way, London",51.4925305,-0.139252,4.4,London,,Westminster
Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,London,,Westminster
Oxfam,"432 King's Rd, London",51.48319009999999,-0.1775092,3.3,London,,Kensington and Chelsea
Shelter Charity Shop (Fulham),"385 North End Rd, London",51.4835168,-0.2008725,3.8,London,,Hammersmith and Fulham
Cancer Research UK,"393 King's Rd, London",51.4830366,-0.1771967,2.8,London,,Kensington and Chelsea
Fara Kids Charity Shop - Pimlico,"40 Tachbrook St, London",51.4921587,-0.1388654,4.4,London,,Westminster
Human Relief Foundation,"437 Harrow Rd, London",51.5264304,-0.2077999,3.6,London,Harrow,Kensington and Chelsea
Royal Trinity Hospice - Chelsea Shop,"389 King's Rd, London",51.4831264,-0.177073,3.9,London,,Kensington and Chelsea
Royal Trinity Hospice - North End Road Shop,"304-306 North End Rd, London",51.4830786,-0.20081,4.0,London,,Hammersmith and Fulham
Boutique - Terrence Higgins Trust Charity Shop,"19 Churton St, London",51.4916397,-0.1386189,4.8,London,,Westminster
Consigned Sealed Delivered (CSD) | Marylebone Lane Store,"70-72 Marylebone Ln, London",51.5165902,-0.1503821,4.3,London,,Westminster
Mind,"8 Ganton St, London",51.5133746,-0.1383464,5.0,London,,Westminster
Barnardo's,"7 George St, London",51.5178363,-0.1521546,3.9,London,,Westminster
Cancer Research UK,"24 Marylebone High St, London",51.5196759,-0.1515771,3.6,London,,Westminster
Oxfam,"240 Edgware Rd, London",51.5190524,-0.1684731,4.1,London,,Westminster
British Heart Foundation,"6 Harben Parade, Finchley Rd, London",51.5446935,-0.1764832,4.5,London,,Camden
Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,London,Camden,Camden
Cancer Research UK,"183 Portobello Rd, London",51.51530630000001,-0.2047575,4.8,London,,Kensington and Chelsea
Fara Charity Shop - Notting Hill,"10 Elgin Cres, London",51.5150959,-0.205102,4.3,London,,Kensington and Chelsea
Oxfam - St John's Wood,"61 St John's Wood High St, London",51.5335941,-0.170972,3.7,London,,Westminster
Age UK Westminster,"522 Harrow Rd, London",51.52524769999999,-0.203398,4.1,London,Harrow,Westminster
Oxfam - Kilburn,"181-183 Kilburn High Rd, London",51.54127099999999,-0.1973596,3.4,London,,Brent
Mary's Living & Giving Shop For Save the Children - Portobello Road,"7 Elgin Cres, London",51.5149657,-0.2048496,4.0,London,,Kensington and Chelsea
British Heart Foundation,"233 Kentish Town Rd, London",51.5479144,-0.1416239,4.0,London,,Camden
"British Red Cross shop, Portobello Rd","164 Portobello Rd, London",51.51537159999999,-0.2044877,4.2,London,,Kensington and Chelsea
FARA Charity Shop - Belsize Park,"204 Haverstock Hill, London",51.550934,-0.165011,3.9,London,,Camden
Oxfam,"246 W End Ln, London",51.5512594,-0.1914747,3.5,London,,Camden
Boutique by Shelter,"31 Clifton Rd, London",51.5252475,-0.1797166,4.3,London,,Westminster
British Heart Foundation,"93 Kilburn High Rd, London",51.5379944,-0.1939394,4.2,London,,Brent
All Aboard Shops Ltd,"12 Spring St, London",51.5147142,-0.1758501,3.9,London,,Westminster
Scope,"214 W End Ln, London",51.5504869,-0.1910735,3.5,London,,Camden
Cancer Research UK,"187 Kilburn High Rd, London",51.5414019,-0.1975251,4.6,London,,Brent
Oxfam Boutique - Westbourne Grove,"245 Westbourne Grove, London",51.51398340000001,-0.2011268,4.5,London,,Kensington and Chelsea
Royal Trinity Hospice - Queensway Shop,"158 Queensway, London",51.5150368,-0.1878995,3.7,London,,Westminster
Traid,"61 Westbourne Grove, London",51.5154237,-0.1910018,3.7,London,,Westminster
Cancer Research UK,"53 St John's Wood High St, London",51.5334309,-0.1707745,4.1,London,,Westminster
Kilburn PDSA Charity Shop,"198 Kilburn High Rd, London",51.5413522,-0.1971155,4.2,London,,Brent
All Aboard Shops Ltd,"224 W End Ln, London",51.5507637,-0.1912866,4.7,London,,Camden
Age UK London,"247 Kentish Town Rd, London",51.5482749,-0.1413752,4.0,London,,Camden
Boutique by Shelter (St. Johns Wood),"84 St John's Wood High St, London",51.5329311,-0.1697944,3.5,London,,Westminster
Mary's Living & Giving Shop for Save the Children - Little Venice,"11 Clifton Rd, London",51.5256573,-0.1789834,4.9,London,,Westminster
Vision Foundation - Portobello Road,"235 Portobello Rd, London",51.5170322,-0.2061205,5.0,London,,Kensington and Chelsea
Oxfam Shop Kentish Town,"160 Kentish Town Rd, London",51.5468605,-0.1414953,4.3,London,,Camden
Marie Curie Charity Shop Belsize Park,"169 Haverstock Hill, London",51.54994500000001,-0.1644777,2.6,London,,Camden
Kentish Town PDSA Charity Shop,"249 Kentish Town Rd, London",51.5483281,-0.1413576,3.4,London,,Camden
Traid - Kilburn,"70-72 Kilburn High Rd, London",51.5382161,-0.1934752,4.2,London,,Brent
Boutique by Shelter,"173 Finchley Rd, London",51.5456223,-0.1784767,4.6,London,,Camden
Mary's Living & Giving Shop for Save the Children - Primrose Hill,"109 Regent's Park Rd, London",51.54218720000001,-0.1562429,4.5,London,,Camden
Oxfam,"91 Marylebone High St, London",51.5200217,-0.1519255,4.2,London,,Westminster
All Aboard Charity Shops,"Finchley Rd, London",51.548314,-0.180594,4.4,London,,Camden
Royal Trinity Hospice - Portobello Road,"216 Portobello Rd, London",51.516887,-0.205604,4.6,London,,Kensington and Chelsea
Cancer Research UK,"Queens Court, 234 W End Ln, London",51.5509534,-0.1913159,3.0,London,,Camden
Royal Trinity Hospice - Notting Hill,"20 Notting Hill Gate, London",51.50971630000001,-0.1937035,3.5,London,,Kensington and Chelsea
Blustons - Octavia Foundation Kentish Town Road,"213-215, 213 Kentish Town Rd, London",51.5473802,-0.1416739,4.2,London,,Camden
Fara Kids Charity Shop - Notting Hill,"39 Ledbury Rd, London",51.51361850000001,-0.199023,4.2,London,,Kensington and Chelsea
"Shop from Crisis, Kilburn","134 Kilburn High Rd, London",51.54003669999999,-0.1954566,0.0,London,,Camden
Westway Charity Hub,"Thorpe Cl, London",51.5180646,-0.2090678,0.0,London,,Kensington and Chelsea
Ps Charity Shop,"63A Salusbury Rd, London",51.53501869999999,-0.20473,5.0,London,,Brent
Fara Kids Charity Shop - Primrose Hill,"83 Regent's Park Rd, London",51.5414421,-0.157253,3.6,London,,Camden
Mind,"178 Queensway, London",51.515518,-0.1880271,5.0,London,,Westminster
Peaceful Solutions,"63 Salusbury Rd, London",51.535027,-0.2046534,3.9,London,,Brent
Mfce Learning Store,"3 Mozart St, London",51.5286798,-0.2046942,0.0,London,,Westminster
St John's Hospice Charity Shop,"86 St John's Wood High St, London",51.5329774,-0.1698405,3.1,London,,Westminster
"Shop from Crisis, Camden","22-24 Parkway, London",51.5386817,-0.1438936,5.0,London,,Camden
Cats Protection - Cricklewood Charity Shop,"70 Cricklewood Broadway, London",51.5541484,-0.2121454,5.0,London,,Camden
Oxfam Books & Music,"166 Kentish Town Rd, London",51.5469898,-0.1414659,4.7,London,,Camden
Octavia Foundation Hampstead,"33 S End Rd, London",51.5549356,-0.1661452,3.1,London,,Camden
Oxfam Bookshop,"170 Portobello Rd, London",51.5155342,-0.2045758,4.7,London,,Kensington and Chelsea
Octavia Foundation Finchley,"179 Finchley Rd, London",51.5457873,-0.1787798,5.0,London,,Camden
Save The Nile,"Gloucester Ave., London",51.5398811,-0.150383,0.0,London,,Camden
All aboard,"117a Cricklewood Broadway, London",51.5552799,-0.2137971,5.0,London,,Brent
Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,London,Camden,Camden
British Heart Foundation,"6 Harben Parade, Finchley Rd, London",51.5446935,-0.1764832,4.5,London,,Camden
Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,London,Camden,Camden
Mary's Living & Giving Shop for Save the Children - Hampstead Village,"64 Hampstead High St, Oriel Pl, London",51.55611829999999,-0.1779453,4.3,London,,Camden
Harington Charity Shop,"270 Archway Rd, London",51.5751429,-0.1424006,4.3,London,,Haringey
Oxfam - Kilburn,"181-183 Kilburn High Rd, London",51.54127099999999,-0.1973596,3.4,London,,Brent
British Heart Foundation,"233 Kentish Town Rd, London",51.5479144,-0.1416239,4.0,London,,Camden
FARA Charity Shop - Belsize Park,"204 Haverstock Hill, London",51.550934,-0.165011,3.9,London,,Camden
Oxfam,"246 W End Ln, London",51.5512594,-0.1914747,3.5,London,,Camden
Oxfam Shop Highgate,"80 Highgate High St, London",51.5710068,-0.1485484,4.6,London,,Camden
British Heart Foundation,"93 Kilburn High Rd, London",51.5379944,-0.1939394,4.2,London,,Brent
Oxfam,"1049 Finchley Rd, London",51.58001609999999,-0.1984695,3.5,London,,Barnet
Scope,"214 W End Ln, London",51.5504869,-0.1910735,3.5,London,,Camden
B and H Charity Shop,"129 Cricklewood Broadway, London",51.555556,-0.214096,5.0,London,,Barnet
Cancer Research UK,"187 Kilburn High Rd, London",51.5414019,-0.1975251,4.6,London,,Brent
Marie Curie Charity Shop Golders Green,"54 Golders Green Rd, London",51.5726127,-0.1982268,3.5,London,,Barnet
Age UK London,"247 Kentish Town Rd, London",51.5482749,-0.1413752,4.0,London,,Camden
Kilburn PDSA Charity Shop,"198 Kilburn High Rd, London",51.5413522,-0.1971155,4.2,London,,Brent
All Aboard Shops Ltd,"224 W End Ln, London",51.5507637,-0.1912866,4.7,London,,Camden
North London Hospice Shop,"41 Golders Green Rd, London",51.57210689999999,-0.1974603,4.3,London,,Barnet
All Aboard Shops Ltd,"616 Finchley Rd, London",51.5708807,-0.1950821,2.3,London,,Barnet
Cancer Research UK,"72 Highgate High St, London",51.5709437,-0.1482745,3.8,London,,Haringey
Oxfam Shop Kentish Town,"160 Kentish Town Rd, London",51.5468605,-0.1414953,4.3,London,,Camden
Kentish Town PDSA Charity Shop,"249 Kentish Town Rd, London",51.5483281,-0.1413576,3.4,London,,Camden
Cancer Research UK,"75 Hampstead High St, London",51.55576569999999,-0.1771229,3.9,London,,Camden
Marie Curie Charity Shop Belsize Park,"169 Haverstock Hill, London",51.54994500000001,-0.1644777,2.6,London,,Camden
Traid - Kilburn,"70-72 Kilburn High Rd, London",51.5382161,-0.1934752,4.2,London,,Brent
Boutique by Shelter,"173 Finchley Rd, London",51.5456223,-0.1784767,4.6,London,,Camden
Sue Ryder,"99-101 Golders Green Rd, London",51.57299200000001,-0.1995109,4.1,London,,Barnet
Cancer Research UK,"871 Finchley Rd, London",51.5710436,-0.1954831,2.2,London,,Barnet
Mary's Living & Giving Shop for Save the Children - Primrose Hill,"109 Regent's Park Rd, London",51.54218720000001,-0.1562429,4.5,London,,Camden
Boutique by Shelter (Hampstead Heath),"57 S End Rd, London",51.5556188,-0.1668822,4.6,London,,Camden
All aboard,"117a Cricklewood Broadway, London",51.5552799,-0.2137971,5.0,London,,Brent
All Aboard Charity Shops,"Finchley Rd, London",51.548314,-0.180594,4.4,London,,Camden
Mind,"329 Archway Rd, London",51.5772614,-0.1464988,5.0,London,,Haringey
Cancer Research UK,"Queens Court, 234 W End Ln, London",51.5509534,-0.1913159,3.0,London,,Camden
All Aboard Shops Ltd,"Exchange Mansions, 125 Golders Green Rd, London",51.57379359999999,-0.2010495,4.0,London,,Barnet
Blustons - Octavia Foundation Kentish Town Road,"213-215, 213 Kentish Town Rd, London",51.5473802,-0.1416739,4.2,London,,Camden
"Shop from Crisis, Kilburn","134 Kilburn High Rd, London",51.54003669999999,-0.1954566,0.0,London,,Camden
Oxfam,"61 Gayton Rd, London",51.5558895,-0.1758901,3.9,London,,Camden
Ps Charity Shop,"63A Salusbury Rd, London",51.53501869999999,-0.20473,5.0,London,,Brent
Fara Kids Charity Shop - Primrose Hill,"83 Regent's Park Rd, London",51.5414421,-0.157253,3.6,London,,Camden
Peaceful Solutions,"63 Salusbury Rd, London",51.535027,-0.2046534,3.9,London,,Brent
New To You Charity Shop,"Cricklewood Broadway, London",51.55551579999999,-0.2140485,5.0,London,,Brent
"Shop from Crisis, Camden","22-24 Parkway, London",51.5386817,-0.1438936,5.0,London,,Camden
Cats Protection - Cricklewood Charity Shop,"70 Cricklewood Broadway, London",51.5541484,-0.2121454,5.0,London,,Camden
Oxfam Bookshop,"45 Heath St, London",51.5566702,-0.1787685,4.5,London,,Camden
Octavia Foundation Hampstead,"33 S End Rd, London",51.5549356,-0.1661452,3.1,London,,Camden
Oxfam Books & Music,"166 Kentish Town Rd, London",51.5469898,-0.1414659,4.7,London,,Camden
Octavia Foundation Finchley,"179 Finchley Rd, London",51.5457873,-0.1787798,5.0,London,,Camden
Oxfam Bookshop Highgate,"47 Highgate High St, London",51.5708208,-0.1485437,3.9,London,,Camden
Batt Center (Charity Shop) London,"129 Cricklewood Broadway, London",51.5555428,-0.2140803,3.7,London,,Brent
Boutique by Shelter (Highgate),"52 Highgate High St, London",51.570772,-0.1474841,3.4,London,,Haringey
Save The Nile,"Gloucester Ave., London",51.5398811,-0.150383,0.0,London,,Camden
Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,London,Camden,Camden
British Heart Foundation,"65 Camden High St, London",51.5362039,-0.1404195,3.7,London,Camden,Camden
Cancer Research UK,"81 Camden High St, London",51.5365024,-0.1405993,4.1,London,Camden,Camden
Scope Camden,"73 Camden High St, London",51.5362998,-0.1403814,4.0,London,Camden,Camden
Oxfam - St John's Wood,"61 St John's Wood High St, London",51.5335941,-0.170972,3.7,London,,Westminster
Camden Mind,"60 Camden High St, London",51.5362929,-0.1398113,4.4,London,Camden,Camden
Cancer Research UK,"53 St John's Wood High St, London",51.5334309,-0.1707745,4.1,London,,Westminster
British Heart Foundation,"184 Balham High Rd, London",51.44399670000001,-0.1525531,4.0,London,,Wandsworth
Embrace S W Charity Boutique,"29 Queenstown Rd, London",51.46734619999999,-0.1507597,4.1,London,,Wandsworth
Fara Charity Shop - Battersea,"254 Battersea Park Rd, London",51.4721114,-0.1661202,4.6,London,,Wandsworth
Traid,"28 St John's Rd, London",51.4629956,-0.1679301,4.1,London,,Wandsworth
Wandsworth Oasis,"61 Balham High Rd, London",51.4461518,-0.1495703,4.6,London,,Wandsworth
FARA Charity Shop - Streatham,"100 Streatham High Rd, London",51.43484729999999,-0.1285484,4.4,London,,Lambeth
"British Red Cross shop, Wandsworth","11-12 Bramlands Cl, London",51.4661645,-0.1697389,3.8,London,,Wandsworth
Mary's Living & Giving Shop for Save the Children - Wandsworth Town,"531 Old York Rd, London",51.45991600000001,-0.1888067,4.7,London,,Wandsworth
Fara Charity Shop - Earlsfield,"551 Garratt Lane, London",51.4409499,-0.1868158,4.6,London,,Wandsworth
Fara Charity Shop - Balham,"27 Bedford Hill, London",51.444457,-0.1505599,4.3,London,,Wandsworth
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,London,,Lambeth
Oxfam,"535 Garratt Lane, London",51.4413841,-0.1871029,4.3,London,,Wandsworth
British Heart Foundation,"64 St John's Rd, London",51.4619599,-0.1677556,3.6,London,,Wandsworth
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,London,,Lambeth
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,London,Wandsworth,Lambeth
Fara Charity Shop - Clapham,"70 Chatham Rd, London",51.45489240000001,-0.164332,4.2,London,,Wandsworth
Cancer Research UK,"83 St John's Rd, London",51.4611573,-0.1670608,3.8,London,,Wandsworth
Cancer Research UK,"168 Balham High Rd, London",51.4445066,-0.1521127,3.2,London,,Wandsworth
Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,London,,Lambeth
St Christopher's,"23 Streatham High Rd, London",51.4363238,-0.1276073,3.8,London,,Lambeth
Royal Trinity Hospice - Clapham Junction Shop,"73 St John's Rd, London",51.4613923,-0.1671984,3.3,London,,Wandsworth
Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,London,,Lambeth
Boutique by Shelter,"49 Northcote Rd, London",51.4594101,-0.1662286,4.8,London,,Wandsworth
Royal Trinity Hospice - Balham Shop,"107 Balham High Rd, London",51.4453462,-0.1508785,4.3,London,,Wandsworth
Royal Trinity Hospice - Streatham Hill,"77 Streatham Hill, London",51.4394139,-0.1258237,4.5,London,,Lambeth
Royal Trinity Hospice,"40 Northcote Rd, London",51.4594217,-0.1665687,4.1,London,,Wandsworth
Paws Charity Shop,"67 Trinity Rd, London",51.4369442,-0.1616661,4.1,London,,Wandsworth
"Earlsfield Charity Shop - RSPCA Wimbledon, Wandsworth & Sutton Branch","549 Garratt Lane, London",51.4410357,-0.1868487,3.8,London,,Wandsworth
British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,London,,Lambeth
Wandsworth Oasis: 308 Battersea Park Rd,"308-310 Battersea Park Rd, London",51.4714265,-0.1686376,4.4,London,,Wandsworth
Royal Trinity Hospice - Clapham Common shop,"120 Clapham High St, London",51.4629745,-0.1351832,5.0,London,,Lambeth
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,London,,Lambeth
Age UK,"58 Clapham High St, London",51.4638617,-0.1328507,3.2,London,,Lambeth
Oxfam Bookshop,"166 Balham High Rd, London",51.4445634,-0.1520632,4.5,London,,Wandsworth
Fara Kids Charity Shop - Clapham,"144 Northcote Rd, London",51.455441,-0.1648882,4.4,London,,Wandsworth
Wandsworth Oasis: 553 Battersea Park Rd,"553 Battersea Park Rd, London",51.4714943,-0.1677502,5.0,London,,Wandsworth
Fara Kids Charity Shop - Earlsfield Kids,"589 Garratt Lane, London",51.4393924,-0.1866607,4.4,London,,Wandsworth
British Heart Foundation Books and Music,"94 Streatham High Rd, London",51.4351139,-0.1284602,4.7,London,,Lambeth
Give a Little,"71 Streatham Hill, London",51.43976199999999,-0.1256914,4.1,London,,Lambeth
Fara Kids Charity Shop - Balham,"15 Hildreth St, London",51.4445172,-0.1509644,4.4,London,,Wandsworth
Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,London,,Lambeth
Age UK Wandsworth,"549 Old York Rd, London",51.45956229999999,-0.1895844,4.6,London,,Wandsworth
Charity Clothes Donations - TRAID,"203A St John's Hill, London",51.4599542,-0.1786837,0.0,London,,Wandsworth
Charity Shop,London,51.4478038,-0.1489311,0.0,London,,Wandsworth
Battersea United Charities,"Battersea Library, 265 Lavender Hill, London",51.4640851,-0.164196,0.0,London,,Wandsworth
Consigned Sealed Delivered (CSD),"Unit 101, Avro House, 7 Havelock Terrace, London",51.477519,-0.143853,5.0,London,,Wandsworth
Fara Charity Shop - Pimlico,"13A Warwick Way, London",51.4925305,-0.139252,4.4,London,,Westminster
Mary's Living & Giving Shop,"206 Fulham Rd., London",51.4857866,-0.1814296,3.6,London,,Kensington and Chelsea
Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,London,,Westminster
Sue Ryder,"37 Warwick Way, London",51.4921984,-0.1403124,4.7,London,,Westminster
Oxfam,"432 King's Rd, London",51.48319009999999,-0.1775092,3.3,London,,Kensington and Chelsea
Fara Charity Shop - Kensington,"26 Gloucester Rd, London",51.4989357,-0.1838286,4.3,London,,Kensington and Chelsea
Embrace S W Charity Boutique,"29 Queenstown Rd, London",51.46734619999999,-0.1507597,4.1,London,,Wandsworth
Fara Charity Shop - Battersea,"254 Battersea Park Rd, London",51.4721114,-0.1661202,4.6,London,,Wandsworth
Oxfam Boutique,"123A King's Rd, London",51.48828,-0.1660417,4.0,London,,Kensington and Chelsea
Traid,"28 St John's Rd, London",51.4629956,-0.1679301,4.1,London,,Wandsworth
Oxfam,"5 Gloucester Rd, London",51.4990739,-0.1835605,4.1,London,,Kensington and Chelsea
"British Red Cross shop, Wandsworth","11-12 Bramlands Cl, London",51.4661645,-0.1697389,3.8,London,,Wandsworth
Mary's Living & Giving Shop for Save the Children - Wandsworth Town,"531 Old York Rd, London",51.45991600000001,-0.1888067,4.7,London,,Wandsworth
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,London,,Lambeth
Cancer Research UK,"393 King's Rd, London",51.4830366,-0.1771967,2.8,London,,Kensington and Chelsea
Hospices of Hope - Pimlico,"40 Warwick Way, London",51.4919702,-0.1404995,4.1,London,,Westminster
British Heart Foundation,"64 St John's Rd, London",51.4619599,-0.1677556,3.6,London,,Wandsworth
"British Red Cross shop, Chelsea","69-71 Old Church St, London",51.4853518,-0.1729428,2.8,London,,Kensington and Chelsea
Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,London,,Westminster
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,London,,Lambeth
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,London,Wandsworth,Lambeth
Cancer Research UK,"83 St John's Rd, London",51.4611573,-0.1670608,3.8,London,,Wandsworth
Fara Kids Charity Shop - Pimlico,"40 Tachbrook St, London",51.4921587,-0.1388654,4.4,London,,Westminster
Octavia Foundation,"58 Wilton Rd, London",51.4933489,-0.1410801,4.1,London,,Westminster
Octavia Foundation,"211 Brompton Rd, London",51.4973998,-0.1674381,4.5,London,,Kensington and Chelsea
Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,London,,Lambeth
Royal Trinity Hospice - Clapham Junction Shop,"73 St John's Rd, London",51.4613923,-0.1671984,3.3,London,,Wandsworth
Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,London,,Lambeth
Royal Trinity Hospice - Gloucester Road Shop,"28 Gloucester Rd, London",51.4988824,-0.1838295,4.7,London,,Kensington and Chelsea
Octavia Foundation Kings Road,"303 King's Rd, London",51.4847472,-0.1749041,3.9,London,,Kensington and Chelsea
Royal Trinity Hospice - Chelsea Shop,"389 King's Rd, London",51.4831264,-0.177073,3.9,London,,Kensington and Chelsea
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,London,,Lambeth
British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,London,,Lambeth
Wandsworth Oasis: 308 Battersea Park Rd,"308-310 Battersea Park Rd, London",51.4714265,-0.1686376,4.4,London,,Wandsworth
Oxfam Bookshop,"34 Strutton Ground, London",51.4967333,-0.133866,4.7,London,,Westminster
Royal Trinity Hospice - Clapham Common shop,"120 Clapham High St, London",51.4629745,-0.1351832,5.0,London,,Lambeth
Age UK,"58 Clapham High St, London",51.4638617,-0.1328507,3.2,London,,Lambeth
Wandsworth Oasis: 553 Battersea Park Rd,"553 Battersea Park Rd, London",51.4714943,-0.1677502,5.0,London,,Wandsworth
Boutique - Terrence Higgins Trust Charity Shop,"19 Churton St, London",51.4916397,-0.1386189,4.8,London,,Westminster
Oxfam GB London Office,"THE FOUNDARY, 17 Oval Way, London",51.4858409,-0.1162658,5.0,London,,Lambeth
Octavia Foundation,"3 Bute St, London",51.4933602,-0.1761563,3.5,London,,Kensington and Chelsea
Boutique by Shelter,"49 Northcote Rd, London",51.4594101,-0.1662286,4.8,London,,Wandsworth
Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,London,,Lambeth
Royal Trinity Hospice,"40 Northcote Rd, London",51.4594217,-0.1665687,4.1,London,,Wandsworth
Charity Clothes Donations - TRAID,"203A St John's Hill, London",51.4599542,-0.1786837,0.0,London,,Wandsworth
Age UK Wandsworth,"549 Old York Rd, London",51.45956229999999,-0.1895844,4.6,London,,Wandsworth
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,London,,Westminster
Royal Trinity Hospice - Kensington,"27 Kensington Church St, London",51.5034117,-0.1918981,4.0,London,,Kensington and Chelsea
Battersea United Charities,"Battersea Library, 265 Lavender Hill, London",51.4640851,-0.164196,0.0,London,,Wandsworth
Consigned Sealed Delivered (CSD),"Unit 101, Avro House, 7 Havelock Terrace, London",51.477519,-0.143853,5.0,London,,Wandsworth
"Charity Christmas Card Shop Holy Trinity, Sloane Square - Cards for Good Causes","Holy Trinity Church, 146 Sloane St, London",51.4931409,-0.157482,0.0,London,,Kensington and Chelsea
